tripName,Family,Sports,Art,Entertainment,History,Adventure
Thrilling Panorama Semi-Submarine & snorkeling - Hurghada,0,0.85,0,0.5,0.2,0.75
Magawish Island Snorkeling Adventure with Lunch - Hurghada,0,0.4,0,0.75,0.15,0.8
"7-Days Tour Cairo,Aswan,luxor, and Nile Cruise Camel Ride, with Domestic Flights",0.25,0.25,0.4,0.95,0.75,0.75
Sunset Super Moto Safari with Dinner & Show in Marsa Alam,0,0.3,0.7,0.55,0.25,0.9
"Turkish Bath Fascinating Therapy, Sauna, Steam bath With transfer-Sharm Elsheikh",0,0,0,0.45,0,0
Hurghada:Catamaran Conquest 2-Hour Semi-Submarine and Snorkeling,0,0.2,0,0.8,0.25,0.55
White Island Catamaran and Snorkeling Cruise,0.2,1,0.2,1,0,1
"Abu Dabbab Wonder, Snorkeling with Beautiful Turtles - Hurghada",0,0.75,0.45,0.25,0.3,1
Private_Full_Day Boat Trip Snorkeling and Island Exploration,0.65,0.3,0.15,0.45,0,0.4
2 Night Sailing Nile Cruise Including Highlights Tours In Luxor From Aswan,0.2,0.4,0.2,0.75,1,1
Morning Desert Safari Trip By Quad Bike from Marsa Alam,0,1,0,1,0,0.5
Private Speed Boat to Watch Dolphins With private transfer,0,0,0,0.8,0,0
Private_Full_Day Boat Trip Snorkeling and Island Exploration,0.25,0.3,0,1,0,0.8
2 Night Sailing Nile Cruise Including Highlights Tours In Luxor From Aswan,0.55,0,1,0.8,1,0.55
Morning Desert Safari Trip By Quad Bike from Marsa Alam,0,0.65,0,1,0,1
Private Speed Boat to Watch Dolphins With private transfer,0.5,0.75,0,1,0,1
"Abu Dabbab Wonder, Snorkeling with Beautiful Turtles - Hurghada",0.6,0.85,0.65,1,0,1
White Island Catamaran and Snorkeling Cruise,0.6,0.75,0.65,1,0,1
"Turkish Bath Fascinating Therapy, Sauna, Steam bath With transfer-Sharm Elsheikh",0,0,0,1,0,0
Hurghada:Catamaran Conquest 2-Hour Semi-Submarine and Snorkeling,0.9,0,0.65,1,0,1
Thrilling Panorama Semi-Submarine & snorkeling - Hurghada,0.75,0,0.6,1,0,1
Magawish Island Snorkeling Adventure with Lunch - Hurghada,0.4,0.7,0,1,0,1
Sunset Super Moto Safari with Dinner & Show in Marsa Alam,0.3,1,0,1,0,1
"7-Days Tour Cairo,Aswan,luxor, and Nile Cruise Camel Ride, with Domestic Flights",0.6,0,1,1,1,1
Qaitbay Citadel,0.55,0.15,0.5,0.8,0.95,0.35
Pyramids of Egypt,0.85,0.25,0.35,0.45,0.95,0.35
Maadi corniche,0.65,0.3,0.25,0.9,0.15,0.2
Power Gym Smouha Alexandria,0,1,0,0.4,0,0.55
Smart Gym,0,1,0,0.55,0,0.25
GHgym,0,1,0,0.5,0,0.25
Air GYM  SPA,0,1,0,0.3,0,0
White tiger gym,0,1,0,0.3,0,0
نادي بني مزار الرياضي,0,1,0,0,0,0
World Gym Dokki,0,1,0,0.45,0,0
Gym Squad,0,1,0,0.4,0,0
Royal Gym,0,1,0,0.35,0,0
Golds Gym Sheraton,0,1,0,0.45,0,0.45
FITNESS TIME,0,1,0,0.5,0,0.4
Tycoons Fitness Triple F,0,1,0,0.4,0,0.35
Ahimsa Egypt,0,0.8,0.9,0.5,0,0
Mahgoub Ceramic Giza,0.5,0,0.55,0,0,0
مصوغات زمزم,0,0,0.35,0,0,0
Hany Antwan Diamond,0,0,0.35,0,0,0
Sharm El-Sheikh: Cafe & restaurant Included Shisha & drink,0.5,0,0,0.85,0,0.55
Cairo Felucca ride on The Nile River with Meals,0.5,0,0.45,0.6,0,0.25
Cairo Buffet Dinner Cruise with Folkloric Show,0,0,0,0.7,0,0.25
Aswan Felucca Ride on The Nile River with an Egyptian Meal,0,0,0,0.7,0,0.55
Sharm El Sheikh: Guided City Sightseeing Tour,0,0,0.5,0.8,0,0.55
Sharm El Sheikh: Hammam and Spa Visit with Treatments,0,0.4,0.45,0.5,0,0.65
Hurghada Hammam Spa & Massage Experience with Transfers,0,0.5,0.35,0.7,0,0.55
Crepiano,0,0,0,0,0,0
GrecoRoman Museum,0.4,0,0.45,0.5,1,0
Kom el Dikka,0.35,0,0,0.45,1,0.4
Kom ElNadura,0.3,0,0,0.7,1,0
Nubian Museum,0.3,0,0,0.65,1,0
Fatimid Cemetery,0.45,0,0.4,0.6,1,0
Kobet afendina,0.4,0,0.3,0.65,1,0
Monument to the Unknown Soldier,0.35,0,0.4,0.6,1,0.35
Mummification Museum,0.4,0,0.4,0.5,1,0.4
Giza Necropolis,0.35,0,0.3,0.6,1,0.4
Luxor Museum,0.35,0,0.4,0.65,1,0.3
Luxor Temple,0.35,0,0.25,0.6,1,0.4
Alexandria National Museum,0.45,0,0.35,0.55,1,0
Opal club,0,0,0,1,0,0.3
OMNI club cairo,0,0,0,1,0,0.4
Elements Club  Lounge,0,0,0,1,0,0
Cairo Jazz Club,0,0,0,1,0,0
Jacks Club,0,0,0,1,0,0
Peacock Club ديسكو بي كوك,0,0,0,1,0,0
نادى التجديف,0,0,0,1,0,0
Spade Lounge,0,0,0,1,0,0
Topaz Luxury Club,0,0,0,1,0,0
Undergroud Disco,0,0,0,1,0,0
SPINE Cairo,0,0,0,1,0,0
Xo Club Nightclub Cairo,0,0,0,1,0,0
Ras Mohamed Snorkeling Full Day Sea Trip by Boat with Lunch - Sharm ElSheik...,0,0,0,0,0,0
Full Day Safari Quad Bike with Bedouin Dinner & Show in Sharm El Sheikh,0,0.9,0,0,0.55,0.55
Aswan Day Trip to Nubian Village with Camel Tour,0,0,0,0.9,0.9,0.9
5in1 Safari Quad Biking Camel Dinner and Stargazing in Sharm,0,0.95,0,0.9,0,0.9
Eilat Mountains: Sunset Jeep Adventure to Mount Joash,0,0,0,1,0,1
Papas Bar Hambra,0,0,0,1,0,0
Lucas Pub  Grub,1,0,0.4,1,0,0
Hooliganseg,0,0,0,1,0,0
Club 7  Maadi,1,1,0,0.5,0,0
sohag sports club,1,1,0,1,0,0
مركز شباب ابيس العاشرة,0.5,1,0.5,1,0,0
HOOK GYM,0,1,0,0,0,0
Town GYM,0,1,0,0,0,0
Aswan Sporting Club,1,1,1,1,0,0
4ma Gym فورما جيم,0,1,0,0,0,0
Youth Center Village Eateries,0,1,0,1,0,0
2BFIT GYM,0,1,0,0,0,0
Deroo gym Fitness Club,0,1,0,0,0,0
Life Gym,0,1,0,0,0,0
Alexandria Sporting Club,1,1,1,1,0.5,0
Smouha Sporting Club,1,1,1,0.6,0,0
قاعة حورس VIP,1,0,0,1,0,0
Yacht Club of Egypt,1,0,0,0,0,0
Maadi Yacht Club,1,0,0,0,0,0
Sports arena beach,1,0,0.4,0.75,0,0
Shooting Club Dokki,1,1,0.5,1,0,1
"Luxor to Aswan, Edfu, and Kom Ombo Tour. All fees included",0.3,0.25,0.65,0.4,1,1
4- Hour Private Mosque & Madrasa of Sultan Hassan From Cairo,0,0,0,0,0,0
ATV Quad Bike Ride At GIZA Pyramids & BBQ Dinner.,0,0,0,0,0,0
Cairo 8-Hour Private Full-Day Customised Tour,0,0,0,0,0,0.4
"Cairo Pyramids, Sakkara & Memphis Private Tour with Lunch",0,0,0,0,0,0
Cairo Alexandria Guided Day Trip with Catacombs and Lunch,0,0,0,0,0,0
Hurghada 3 Hour Camel Riding with Bedouin vibe,0,0,0,0,0,0
Valley of the Kings Full Day tour in Luxor,0,0.7,0,0,0,0
Cairo:Pyramids & ATV & Shopping private tour with Camel ride,0,0,0,0,0,0
Cairo Private Half Day Islamic Tour with Guide,0,0,0,0,0,0
"FULL DAY TOUR: GIZA PYRAMIDS, SPHINX, SAQQARA & MEMPHIS",0,0,0,0,0,0
Best Felucca Ride on the Nile with Khan El Khalili Bazaar,0,0,0,0,0,0
Coptic Orthodox Center المركز الثقافي القبطي الأرثوذكسي,0.3,0,0.5,0.25,0.8,0
El Sawy Culture Wheel,0.6,0,0.2,0.8,0.2,0.2
نادى الأبطال ببور سعيد,0.7,0.9,0.4,0.8,0.3,0.6
Ramsis Square,0.4,0,0.3,0.4,0.9,0.3
Mahmoud Mukhtar Museum,0.6,0,0.7,0.6,0.9,0.2
Ahmed Orabi Museum,0.5,0,0.6,0.4,0.8,0.2
Beshtak Palace,0.6,0,0.7,0.6,1,0.2
National Institute For Oceanography  Fisheries,0.5,0,0.9,0.6,0.8,0.2
قرة قول اللبان القديم بيت ريا وسكينة حارة ماكوريس والنجاة,0.5,0,0.7,0.6,1,0.4
Ahmed Shawky Museum,0.5,0,1,0.6,1,0.2
Umm Kulthum Museum,0.5,0,1,0.6,1,0.2
Aswan Museum,0.5,0,1,0.55,1,0.2
جاليري حيفا,0.15,0.15,0.6,0.95,0.45,0.15
Nubian Museum,0.8,0,0.55,0.6,0,0
Luxor Museum,1,0,0.45,0.95,0,0
Luxor Temple,0.85,0,0.55,1,0,0
Mummification Museum,0.95,0,0,0.45,1,0
Private Tour Giza Pyramids Sphinx Lunch Camel and Pyramid Inside,1,0,0.75,0,1,0.5
Private Shopping Tour in Cairo,0,0,0,0,0,0
Giza Necropolis,0.65,0,0,0.7,0.7,0
قاعة حورس VIP,0.85,0,0,0,0,0
Yacht Club of Egypt,0.85,0,0,0.9,0,0.35
Hurghada Marina,0,0,0,0,0,0
Mohamed azab,0,0,0,0,0,0
Barber House صالون حلاقة,0,0,0,0,0,0
Homam  barber فرع سموحة,0,0,0,0,0,0
MohamedRamy Barbershop,0,0,0,0,0,0
فتحي الصغير صالون,0,0,0,0,0,0
Shads Mens Salon,0,0,0,0,0,0
المركز الدولي للصيد والغطس,0.5,0.3,0,0.6,0,0.65
نادى الأبطال ببور سعيد,1,0.4,0,1,0,0.2
Mahmoud Mukhtar Museum,0.9,0,1,0.85,0.85,0
Hurghada Museum,1,0,0.9,1,0.8,0
National Institute For Oceanography  Fisheries,1,0,0.25,0.75,1,0
Beshtak Palace,1,0,0.5,0.95,1,0
قرة قول اللبان القديم بيت ريا وسكينة حارة ماكوريس والنجاة,0.6,0,0,0.75,1,0.35
Ahmed Shawky Museum,1,0,0.95,0.75,1,0
Aswan Museum,1,0,1,0.95,1,0.15
Umm Kulthum Museum,1,0,1,0.9,0.45,0
Manasterly Palace,1,0,1,0.95,1,0
متحف سوهاج القومي  Sohag National Museum,1,0,0.9,0.55,0.8,0
Cavafy Museum,1,0,0.95,0.35,0.5,0
Kom ElNadura,0.25,0,0.45,0,1,0.25
Nubian Museum,0,0,0.5,0,1,0.25
Luxor Temple,0,0,0.5,0,0.95,0.3
Luxor Museum,0,0.35,0,0,1,0.35
Giza Necropolis,0,0.3,0,0.5,1,0.4
Half-Day Hurghada Stargazing Tour with Pick-Up,0,0,1,1,0,1
Private Tour Felucca Sailing in the Nile in Cairo,0,0,0,1,1,1
Cairo Jazz Club,0.15,0,0,0.75,0,0.7
Island Grill كافيه ايلاند,0.3,0.1,0.1,0.4,0.05,0.05
Cairo: Nile Dinner Cruise with Belly Dancer Show with Pickup,0.05,0,0.15,0.75,0,0.1
Cairo: Luxury Dinner Cruise On The Nile River,0.35,0.1,0.05,0.8,0.25,0.1
Package 7 Days 6 Nights to Egypt and Jordan Tour - Private Tours,0.55,0.15,0.25,0.75,0.75,0.65
"Giza pyramids, Sphinx, ATV bike, Lunch,Camel ride, Dinner cruise& shopping ...",0.5,0.25,0.25,0.95,0.7,0.6
"Pyramids, The Museum, Nile lunch cruise and Sound & Light Show-Private Tour",0.85,0.1,0.35,0.75,0.95,0.45
Private Overnight Tour to Luxor from Cairo by VIP Train,0.2,0.05,0.05,0.95,0.25,0.5
Camping in the White & Black Deserts (Bahariya Oasis) & Cairo Private transfer,0.3,0.35,0.2,0.9,0.65,0.95
ATV Quad Bike With Camel Ride & Echo Caves â Sharm El Sheikh,0.3,0.6,0.25,0.75,0.6,0.9
"Desert Safari - Baharia Oasis, White desert, and Black desert Tour",0.45,0.2,0.1,0.85,0.75,0.8
"El Fayoum, Wadi El-Hitan & Wadi El-Rayan Day Trip from Cairo",0.6,0.2,0.2,0.5,1,0.9
"4 Days Safari Camping Bahariya Oasis, Black and White Desert",0.65,0.1,0.25,0.5,0.8,0.9
Enjoy Sailing Nile Cruise From Aswan To Luxor For 2 nights With Luxor Tours,0.6,0.1,0.15,0.45,0.4,0.8
Homam  barber فرع سموحة,0.15,0,0.1,0,0,0
Ehab Barbers Shop,0.15,0,0,0,0,0
Jacobs,0.2,0,0.05,0,0,0
HB salon,0.15,0,0.2,0,0,0
Hika salon barber shop,0.2,0,0,0,0,0
فتحي الصغير صالون,0.15,0,0,0,0,0
Mekkaawy barber shop,0.05,0,0,0,0,0
MohamedRamy Barbershop,0.15,0,0,0,0,0
Salon Mahmoud Elkassar,0.15,0,0,0,0,0
Francois,0.1,0,0.1,0,0,0
El Captain Salon,0.15,0,0.1,0,0,0
Mohamed azab,0.1,0,0.15,0,0,0
ElRegina Club Nile Tower,0,0,0,1,0,0
STAGE Cairo club  ديسكو ستيدج,0,0,0,1,0,0
B2 clublounge,0,0,0,1,0,0
Night life,0,0,0,1,0,0
Papas Club,0,0,0,1,0,0
Undergroud Disco,0,0,0,1,0,0
Night club Disco Khalijy and after party,0,0,0,1,0,0
Jacks Club,0,0,0,1,0,0
كورنيش بنها الفلل,0,0,0,0,0,0
Nobles Art Gallery,0.45,0,0.95,0.75,0.15,0.25
